institution_name,institution_type,province,city,street,postal_code,phone,email,website,program_categories,is_public,directory_id,created_at,source
Drake Medox College,college,BC,Vancouver,200-535 10th Avenue West,V5Z 1K9,(604) 629-0196,,http://www.drakemedoxcollege.ca/,"Education, Healthcare, Business, IT",True,6d3a3c49-6cd5-4e85-962d-13cbd6d6f263,2026-01-10T13:15:04.435814+00:00,excel_import
Duncan Tax Services Inc.,training_provider,BC,Duncan,3-5845 Trans-Canada Highway,V9L 3R9,(250) 597-2667,,,,True,8a332b4a-dd15-4506-bab7-fc2e3440492b,2026-01-10T13:15:04.436506+00:00,excel_import
Essence Of Thyme College Of Holistic Studies Ltd.,college,BC,Langley Township,20729 93A Avenue,V1M 2W7,,,,,True,8334b92f-3caf-428e-9851-e1b2caa948bb,2026-01-10T13:15:04.437182+00:00,excel_import
Excel Career College Inc. - Courtenay,college,BC,Courtenay,201- 841 Cliffe Avenue,V9N 2J8,(778) 265-7111,,https://www.excelcareercollege.com/,"Education, Healthcare, Business, IT, Logistics, Dental",True,148c2ddd-a0a5-401d-a387-8fe5c3fdf66e,2026-01-10T13:15:04.439347+00:00,excel_import
"Extreme Professional Driver Training Inc. - Kamloops, Bc",training_provider,BC,Kamloops,753 Sarcee Road East,V2H 1E6,(778) 471-4117,,http://www.extremeprodriver.com/,"Education, Healthcare, IT, Logistics",True,fa8be43d-1648-41ee-87f1-7ff3f3159381,2026-01-10T13:15:04.440002+00:00,excel_import
"Extreme Professional Driver Training Inc. - Vernon, B.C.",training_provider,BC,Kamloops,753 Sarcee Street East,V2H 1E6,(778) 471-4117,,http://www.extremeprodriver.com/,"Education, Healthcare, IT, Logistics",True,841e5c41-a77c-4aa3-845f-6545319d6bae,2026-01-10T13:15:04.440664+00:00,excel_import
Focus College,college,BC,Surrey,105-13655 104 Avenue,V3W 1T3,(250) 861-5808,admissions@focuscollege.com,https://focuscollege.com/,"Education, Healthcare, Community, Business, IT, Security, Legal",True,272a0e4c-eb9c-4d93-ae2a-85e6cb4da65b,2026-01-10T13:15:04.441361+00:00,excel_import
Fox Professional Driver Training Centers Ltd.,training_provider,BC,Prince George,2274 Nicholson St. South,V2N 1V8,(250) 564-7624,Taylor@obriengroup.ca,http://www.taylorprofessionaldriving.com/,"Education, Business, IT, Childcare, Logistics",True,aaac4b7b-c758-4782-9203-05a441213840,2026-01-10T13:15:04.442046+00:00,excel_import
Western Maritime Institute,training_provider,BC,Ladysmith,3519 Hallberg Road,V9G 1K1,(866) 632-6888,info@maritimeed.com,http://www.maritimeed.com/,"Education, Healthcare, IT",True,99c38895-25c9-4332-a04e-92795c3f36e2,2026-01-10T13:15:04.442650+00:00,excel_import
Gaia College Inc.,college,BC,Duncan,5820 Wilson Avenue,V9L 1K4,,,,,True,6f95c610-9102-41a8-a9b0-bcf2103bf154,2026-01-10T13:15:04.443222+00:00,excel_import
Gateway College,college,BC,Vancouver,702-333 Terminal Avenue,V6A 4C1,(236) 466-1234,,http://www.gwcollege.ca/,"Education, Healthcare, Business, IT",True,833b38f7-2967-4055-8396-d6f372d9d8ca,2026-01-10T13:15:04.443801+00:00,excel_import
Gevorg Cpa,training_provider,BC,Vancouver,1117- 5665 Boundary Road,V5R 0E4,(778) 960-7720,info@gsynergytaxcpa.ca,https://gsynergytaxcpa.ca/,,True,b4a199e2-d1f2-4317-b383-c8498b9672bd,2026-01-10T13:15:04.444373+00:00,excel_import
New Image College,college,BC,Vancouver,987 Granville Street,V6Z 1L3,(778) 232-1103,,http://www.jagerinternational.com/,,True,9db7583a-6132-463b-9851-ef6b6a98ffd2,2026-01-10T13:15:04.444955+00:00,excel_import
Global Village Victoria,training_provider,BC,Victoria,200 - 1290 Broad Street,V8W 2A5,(250) 384-2199,calgary@gvenglish.com; victoria@gvenglish.com,http://www.gvenglish.com/,"Education, Community",True,0942c690-c959-42c4-b6e1-a60c83a4fbaa,2026-01-10T13:15:04.445534+00:00,excel_import
Goaction Film School Inc.,training_provider,BC,New Westminster,201 733-6th Street,V3L 3C6,(604) 787-5211,office@goactionfilmschool.com,http://www.goactionfilmschool.com/,"Education, IT, Arts, Manufacturing",True,ea04b683-796d-469d-ad27-a97faf7b1163,2026-01-10T13:15:04.446119+00:00,excel_import
Greystone College Of Business And Technology,college,BC,Vancouver,560 Granville Street,V6C 1W6,(604) 682-3880,,https://www.ilsc.com/greystone-college/canada/vancouver,"Education, Healthcare, Business, IT, Arts",True,859931d7-1db8-482e-ae38-cbced08ef5d8,2026-01-10T13:15:04.446716+00:00,excel_import
Heartsafe Ems,training_provider,BC,Victoria,123 Gorge Road East,v9a 1L1,(250) 385-3223,,http://www.heartsafeems.com/,,True,c51d995d-f431-4f13-9e99-778a7a742ad3,2026-01-10T13:15:04.447272+00:00,excel_import
Heli-College Canada Training Inc.,college,BC,Langley,Hangar 2 5333 216th Street,V2Y 2N3,(800) 363-4354,,http://www.heli-college.com/,"Education, IT",True,67f4df0f-3650-4cc8-adef-ee8f25d4a89a,2026-01-10T13:15:04.447858+00:00,excel_import
Ih Career College,college,BC,Vancouver,2001-88 Pender Street West,V6H 6N9,(604) 739-9836,,http://www.ihcareercollege.com/,,True,d47739b9-b2c3-4072-8b46-6886593c0e22,2026-01-10T13:15:04.448426+00:00,excel_import
Ilac International College - Bc,college,BC,Vancouver,688 W. Hastings Street,V6B 1P1,(604) 484-6660,,http://ilacinternationalcollege.com/,"Education, Healthcare, Business, IT, Arts",True,e6205a41-2d6e-4178-a1ac-4fd77a088c66,2026-01-10T13:15:04.449091+00:00,excel_import
In Focus Film School,training_provider,BC,Vancouver,306 Abbott Street,V6B 2K9,(604) 915-6900,info@infocusfilmschool.com,https://infocusfilmschool.com/,"Education, IT, Childcare, Arts, Manufacturing",True,778d99d1-d2ff-4584-8bc6-79fedbb0ce57,2026-01-10T13:15:04.449804+00:00,excel_import
Indigenous Perspectives Society,training_provider,BC,Victoria,664 Granderson Road,V9B 2R8,(250) 391-0007 ext. 0,,http://ipsociety.ca/,"Education, Business, IT",True,b5459ad3-9c14-4b69-9b3c-0a2262d27905,2026-01-10T13:15:04.450419+00:00,excel_import
Infofit Educators,training_provider,BC,Vancouver,101- 1687 West Broadway,V6J 1X2,(604) 683-0785,,https://www.infofit.ca/,"Education, IT",True,1d9cd785-7cff-4d59-9809-7539c37deb2a,2026-01-10T13:15:04.451358+00:00,excel_import
Innerstart Training & Education,training_provider,BC,Port Coquitlam,1937 Prairie Avenue,K2W 1V8,(604) 468-2032,,https://www.innervisionsrecovery.com/,"Education, IT, Arts",True,1fa6872e-21a9-4e29-8b6b-afb59c9ef7c5,2026-01-10T13:15:04.452421+00:00,excel_import
Innerstart Training & Education,training_provider,BC,Maple Ridge,11982 Laity Street,V2X 5A6,(604) 466-6555,tricia_mccuaig@sd42.ca,https://www.sd42.ca/online-learning/,"Education, Healthcare, IT",True,2a72d29b-1f2a-4ec5-a46e-9237afbbe748,2026-01-10T13:15:04.453253+00:00,excel_import
Integrity Driving School Ltd.,training_provider,BC,Abbotsford,14-33498 Bevan Ave,V2S 5G6,(604) 744-1222,info@integritydrivingschool.ca,http://www.integritydrivingschool.ca/,"Education, IT, Logistics",True,0ceb6666-0069-4458-b7c8-d258d00e5857,2026-01-10T13:15:04.454027+00:00,excel_import
Interior Academy,training_provider,BC,Kamloops,389 Tranquille Road,V2B 3G4,(250) 374-5565,,http://interioracademy.com/,"Education, Healthcare, IT, Beauty, Arts",True,de4fc811-37cf-40bb-9300-09d9a6db074c,2026-01-10T13:15:04.454786+00:00,excel_import
Interior Heavy Equipment Operator School Ltd.,training_provider,BC,Lake Country,22-11852 Highway 97,V4V 1E3,(250) 766-3853,INFO@IHESCHOOL.COM,https://iheschool.com/,"Education, IT, Logistics, Arts, Manufacturing",True,bf077a08-77e2-40be-ac17-e19fb276ae6a,2026-01-10T13:15:04.455536+00:00,excel_import
International College Of Traditional Chinese Medicine,college,BC,Vancouver,201-1508 West Broadway,V6J 1W8,(604) 731-2926,admission@tcmcollege.com; tcmclinic@tcmcollege.com; info@tcmcollege.com,http://www.tcmcollege.com/,"Education, Healthcare, IT",True,2dfce19a-7d0d-4fb8-9f52-b6f3e5436a16,2026-01-10T13:15:04.456322+00:00,excel_import
International Flight Centre Inc.,training_provider,BC,Delta,1-7630 Montreal Street,V4K 0A7,(604) 940-6383,intlflightcentre@hotmail.com,http://www.intlflightcentre.com/,"Education, IT",True,3d22bac7-640f-4502-87ad-0616e1809540,2026-01-10T13:15:04.457178+00:00,excel_import
Island Coastal Aviation Inc.,training_provider,BC,Pitt Meadows,1013-18799 Airport Way,V3Y 0H1,(604) 465-5560,info@islandcoastalaviation.com,https://www.islandcoastalaviation.com/,"Education, IT, Arts",True,56890100-0805-4ec5-8524-26a9e73d571e,2026-01-10T13:15:04.457938+00:00,excel_import
Island School Of Building Arts,training_provider,BC,Gabriola,3199 Coast Road,V0R 1X0,(250) 247-8922,info@isba.ca,https://www.logandtimberschool.com/,Healthcare,True,24b01a8a-4289-4a25-9e08-cbf2d57c6b2b,2026-01-10T13:15:04.458670+00:00,excel_import
Iuoe Local 115 Training Association,training_provider,BC,Burnaby,4333 Ledger Avenue,V5G 3T3,(604) 291-8831,iuoe@iuoe115.ca,http://www.iuoe115.com/,"Education, Healthcare, Trades, IT",True,ca0c1954-17aa-44aa-9787-9cc03bb49cb4,2026-01-10T13:15:04.459520+00:00,excel_import
J.T. Safety Training Ltd.,training_provider,BC,Dawson Creek,7-1405 102 Avenue,V1G 2E1,(877) 343-7444,june@jtsafetytraining.ca,http://www.jtsafetytraining.ca/,"Education, IT",True,6206b634-80c3-46d5-ae3c-943a920a8aa6,2026-01-10T13:15:04.460303+00:00,excel_import
Jean Lyons School Of Music,training_provider,BC,Vancouver,73-7th Avenue East,V5T 1M4,(604) 734-4019,info@jeanlyonsmusic.com,http://jeanlyonsmusic.com/,"IT, Arts",True,69235120-f794-4e00-a011-c253d0b67142,2026-01-10T13:15:04.461051+00:00,excel_import
Jkl Management Inc.,training_provider,BC,Burnaby,6025 Sussex Street,V5H 0A0,(650) 618-5055,,https://jklcorporation.com/,,True,b005eb63-fa3d-44ec-aec8-023ba6ae7c6a,2026-01-10T13:15:04.461708+00:00,excel_import
John Casablancas Institute Of Applied Arts,training_provider,BC,Vancouver,Suite 150 220 Cambie Street,V6B 2M9,(604) 688-0328,INFO@JCINSTITUTE.COM,https://www.jcinstitute.com/,"Education, Healthcare, Business, IT, Childcare, Beauty, Arts",True,5b4a3831-c489-41b3-bf87-c47af5aea298,2026-01-10T13:15:04.462332+00:00,excel_import
Kelowna And District Fish & Game Club,training_provider,BC,Kelowna,4041 Casorso Road,V1W 4N6,(250) 764-7558,info@kdfgc.org,https://www.kdfgc.org/,"Education, Healthcare, Business, IT, Childcare, Legal",True,cfdc7853-4ce3-4fe8-b0c3-d2ce0408449b,2026-01-10T13:15:04.462947+00:00,excel_import
Kelowna Community Music School,training_provider,BC,Kelowna,728 Dehart Avenue,V1Y 6A1,(250) 860-1737,info@mykcms.ca,http://www.kelownacommunitymusicschool.ca/,Other,True,d3f839b8-4cfd-4f92-9091-97f43a67b779,2026-01-10T13:15:04.463536+00:00,excel_import
Kootenay Lake Aviation Inc.,training_provider,BC,Nelson,11-622 Front Street,V1L 4B7,(250) 551-4002,,http://www.flykla.com/,"Education, IT, Arts",True,2cb012be-c1d3-4880-a453-ab204c36ae2f,2026-01-10T13:15:04.464134+00:00,excel_import
Kutenai Art Therapy Institute,training_provider,BC,Nelson,191 Baker Street 2nd Floor,V1L 4H1,(250) 352-2264,admin@kutenaiarttherapy.com,https://www.kutenaiarttherapy.com/,"Education, Healthcare, IT, Arts",True,5b48c49b-80eb-48b3-8eee-d59727f450c2,2026-01-10T13:15:04.464732+00:00,excel_import
Langley Flying School Inc.,training_provider,BC,Langley,Hanger 4B   5385-216 Street Langley Airport,V2Y 2N3,(604) 532-6461,Administration@langleyflyingschool.com; administration@langleyflyingschool.com,http://www.langleyflyingschool.com/,"Education, IT",True,2abaaff7-d146-4cf4-bcf9-492810b1489a,2026-01-10T13:15:04.465388+00:00,excel_import
Learning Matters Ltd.,training_provider,BC,Kelowna,348 Bernard Avenue,V1Y 6N5,(615) 739-0547,,http://www.learningmattersinc.org/,"Education, Healthcare",True,26027dc6-f9b1-4b6f-876a-cf74f83a96af,2026-01-10T13:15:04.466024+00:00,excel_import
Lighthouse Labs - Vancouver,training_provider,BC,Vancouver,600-401 Georgia St. W,V6B 5A1,,,,,True,88afded5-273d-4353-836d-fd0c7c2feeba,2026-01-10T13:15:04.466630+00:00,excel_import
Lighthouse Labs,training_provider,BC,Vancouver,101-1318 Homer Street,V6B 6A7,(888) 569-6898,UvaroLHL@glassratner.com; rwilliams@glassratner.com; eklein@glassratner.com,https://www.lighthouselabs.ca/,Other,True,3b98121d-75be-4122-8e86-2bf7e0c681bd,2026-01-10T13:15:04.467271+00:00,excel_import
Lighthouse Labs - Calgary,training_provider,BC,Vancouver,101-1318 Homer Street,V6B 6A7,,,,,True,dcd9989e-d048-42b5-887c-6275ebbda279,2026-01-10T13:15:04.467861+00:00,excel_import
"Living Systems: Family Systems Counselling Education, Training And Research Society",training_provider,BC,North Vancouver,133-901 3rd Street West,V7P 3P9,(604) 926-5496,info@livingsystems.ca,https://livingsystems.ca/,"Education, Healthcare, IT",True,4738a945-d463-4f81-8247-5192f3de5444,2026-01-10T13:15:04.468461+00:00,excel_import
Make A Change Canada/Faire Un Changement Canada,training_provider,BC,Nelson,B-507 Vernon Street,V1L 4E9,(800) 622-6232,,http://www.servicecanada.gc.ca/,,True,0094bd44-654b-4b8d-a665-19c57790ed75,2026-01-10T13:15:04.469244+00:00,excel_import
Mark Anthony Academy Of Cosmetology,training_provider,BC,Langley,5735-203 Street,V3A 8A7,(604) 530-4678,admin@legendsacademy.ca; info@legendsacademy.ca,https://maacademy.ca/,"Education, Healthcare, IT, Beauty",True,bcfce68b-2294-4157-9a43-326b6f159338,2026-01-10T13:15:04.469906+00:00,excel_import
Mirage Spa Education Inc.,training_provider,BC,Cobble Hill,3718 Arbutus Drive N,V0R 1L1,(604) 249-3799,info@mirageeducation.com,https://www.miragespa.ca/,"Education, Healthcare, IT, Beauty, Arts",True,9d7bc1d7-9b89-4865-bd46-baec13b14b46,2026-01-10T13:15:04.470498+00:00,excel_import
Montair Aviation Inc.,training_provider,BC,Pitt Meadows,290-18799 Airport Way,V3Y 2B4,(604) 465-8825,admissions@montairaviation.com,http://www.montair.com/,"Education, IT, Arts",True,3249438f-c27a-4d39-82b7-67cb8e38b741,2026-01-10T13:15:04.471311+00:00,excel_import
Morse Driving School Ltd.,training_provider,BC,Surrey,1704-13880 101 Avenue,V3T 5T1,(604) 366-9696,,,,True,fb3eb9e6-616f-4130-baaf-337c03fdc62c,2026-01-10T13:15:04.472097+00:00,excel_import
Resident Managers' Training Institute,training_provider,BC,Vancouver,Suite 1500 701 West Georgia Street,V7Y 1C6,(604) 681-5456,info@rmti.ca,https://www.rmti.ca/,"Education, IT",True,5d01821a-52cc-4144-8e6d-be947720ae60,2026-01-10T13:15:04.472746+00:00,excel_import
Neha Hair Dressing School,training_provider,BC,Delta,9333 120th Street,V4C 6R8,(604) 584-5524,,http://www.nehabeautysalon.com/,,True,f6206a5a-ab73-46ee-b7f3-775da0b98b46,2026-01-10T13:15:04.473340+00:00,excel_import
North American Montessori Centre,training_provider,BC,Surrey,17675 66 Avenue,V3S 7X1,,,,,True,7f04286b-65f2-4031-98cd-031ae9cd9354,2026-01-10T13:15:04.473964+00:00,excel_import
North American School Of Outdoor Writing,training_provider,BC,Saltspring Island,2009-135 Brinkworthy Rd.,V8K 1S2,(250) 537-4713,rbrunt@saltspring.com,https://nasow.com/,"Education, IT",True,7d888bcc-faf3-41d6-9650-264264877f62,2026-01-10T13:15:04.474619+00:00,excel_import
Nutraphoria School Of Holistic Nutrition,training_provider,BC,Maple Ridge,22420 Dewdney Trunk Road #300,V2X 3J5,(604) 999-1550,studentservices@nutraphoria.com; admissions@nutraphoria.com,http://www.nutraphoria.com/,"Education, Healthcare, IT",True,8c04c97f-274c-4904-8900-0851cfcc3a5d,2026-01-10T13:15:04.475258+00:00,excel_import
Okanagan Mountain Helicopters Ftu Ltd.,training_provider,BC,Kelowna,6285 Airport Way,V1V 1S1,(250) 491-9359,,http://www.okheli.ca/,"Education, IT, Arts",True,3dfc98ee-ca29-4347-86fd-0a44723e6653,2026-01-10T13:15:04.475888+00:00,excel_import
Okanagan Valley College Of Massage Therapy Ltd.,college,BC,Vernon,200-3400 30th Avenue,V1T 2E2,(250) 558-3718,info@ovcmt.com,http://www.ovcmt.com/,"Education, Healthcare, IT, Beauty, Arts",True,4552cdd3-01a0-4a39-9d9a-050df0d294e5,2026-01-10T13:15:04.476631+00:00,excel_import
Omni College,college,BC,Richmond,3130-8788 McKim Way,V6X 4E2,(604) 279-1800,,http://www.omnicollege.com/,"Education, Healthcare, IT",True,4197607c-a90d-4239-8c6c-adf93f7302a9,2026-01-10T13:15:04.477342+00:00,excel_import
On The Mic Voice-Over Training Inc.,training_provider,BC,Vancouver,101 Powell Street,V6A 1G2,(604) 669-0654,,http://www.onthemictraining.com/,"Education, IT, Arts",True,af4246dd-2392-49af-9efe-4e2ac5c5a932,2026-01-10T13:15:04.478010+00:00,excel_import
Orca Institute,training_provider,BC,Vancouver,Suite 1202 1255 Bidwell Street,V6G 2K8,(604) 808-3703,director@hypnotherapytraining.net,https://www.hypnotherapytraining.net/,"Education, Healthcare, IT",True,6dc7785c-cea0-49ae-9127-6cc430a2bba7,2026-01-10T13:15:04.478644+00:00,excel_import
Ott Driving Academy Inc.,training_provider,BC,Surrey,101-8952 Holt Road,V3V 4H2,(778) 818-1616,,https://ottdrivingacademy.ca/,,True,af805596-fdb3-40c0-af9a-94edfe6234af,2026-01-10T13:15:04.479246+00:00,excel_import
Operators Training School,training_provider,BC,Langley Township,26859 8 avenue,V4W 2M7,(604) 626-0326,cody@operatorstraining.com,https://www.operatorstraining.com/,"Education, IT, Manufacturing",True,b357967b-6463-48b6-bb87-5f9401c2f198,2026-01-10T13:15:04.479871+00:00,excel_import
Over The Road Truck Driving School Ltd.,training_provider,BC,Langley Township,6782  248 Street,V4W 1C1,(604) 404-5608,,https://www.otrdrivingschool.com/,,True,46df96bb-df84-404b-beac-4c98ae4876a9,2026-01-10T13:15:04.480447+00:00,excel_import
Pace Canada College,college,BC,Surrey,2010-12732  80th Avenue,V3W 3A7,(604) 439-9255,,https://www.plvan.com/contact-us/surrey-campus/,,True,a7f4e085-3609-405a-9fa9-d971cd4f6c21,2026-01-10T13:15:04.481048+00:00,excel_import
Pacific Dance Centre Victoria,training_provider,BC,Victoria,5182 Cordova Bay Road,V8Y 2K8,,,http://www.pacificdancecentre.com/,"Education, IT",True,f488cc2a-ed35-4c90-b7e0-201195b143e6,2026-01-10T13:15:04.481646+00:00,excel_import
Pacific Dancearts,training_provider,BC,Vancouver,3626 East 4th Avenue,V5M 1M3,(604) 738-8575,,http://www.pacificdancearts.ca/,"Education, IT, Arts",True,95fb2f44-034a-4ba5-9a4e-a306564fd431,2026-01-10T13:15:04.482228+00:00,excel_import
Pacific Flying Club,training_provider,BC,Delta,4-4335 Skeena Street,V4K 0A6,(604) 946-0011,info@pacificflying.com,http://www.pacificflying.com/,"Education, IT",True,d41bdbaa-31ed-401a-ae3d-c992a3abd9ee,2026-01-10T13:15:04.482810+00:00,excel_import
Pacific Institute Of Culinary Arts,training_provider,BC,Vancouver,1505 West 2nd Avenue,V6H 3Y4,(604) 734-4488,contact@picachef.com; hello@picachef.com,https://www.picachef.com/?utm_source=GMB&utm_medium=organic,"Education, IT, Culinary, Arts",True,e459c2cb-595a-4719-b0c2-238172b315f0,2026-01-10T13:15:04.483521+00:00,excel_import
Pacific Rim Aviation Academy Inc.,training_provider,BC,Pitt Meadows,Hangar # 393 - 18799 Airport Way,V3Y 2B4,(604) 465-3594,info@pacificrimaviation.ca,http://www.flighttraininginbc.com/,"Education, IT",True,8c3b1b75-15bc-4ce9-8868-9252e225be81,2026-01-10T13:15:04.484127+00:00,excel_import
Pacific Rim College,college,BC,Victoria,229-560 Johnson Street,V8W 3C6,(250) 483-2119,,http://www.pacificrimcollege.com/,"Education, Healthcare, Community, IT, Arts",True,7c6bcc39-6d29-4169-bd92-a4684188b137,2026-01-10T13:15:04.484774+00:00,excel_import
Pacific Rim Early Childhood Institute Inc.,training_provider,BC,Saanichton,2120 Bear Hill Rd,V8M 1X7,(250) 652-6011,,https://www.earlychildhoodeducator.com/,"Education, Healthcare, IT, Childcare, Arts",True,367a8537-75a6-451d-8a44-69967c5d3a93,2026-01-10T13:15:04.485358+00:00,excel_import
Pacific Vocational College Ltd.,college,BC,Burnaby,4064 McConnell Drive,V5A 3A8,(604) 421-5255,admin@pvc.training,https://pvc.training/,"Education, Healthcare, Community, Trades, Business, IT",True,5e3e2846-5351-4fc1-8600-c7e8d848b869,2026-01-10T13:15:04.485947+00:00,excel_import
Pacific West Baptist College,college,BC,Surrey,3-13570  78 Avenue,V3W 8V3,(604) 597-9082,,https://pacificlife.edu/,,True,8e149c68-e693-49c8-a6ab-791ca7b70965,2026-01-10T13:15:04.486504+00:00,excel_import
Parkway Driving Academy Ltd.,training_provider,BC,Nanaimo,8-4376 Boban Drive,V9T 6A7,(250) 729-9397,,,,True,b5629c31-212e-4b4c-9cf4-3ab7f73edcb4,2026-01-10T13:15:04.487103+00:00,excel_import
Peak Project Management Inc. Dba Peak Emergency Response Training,training_provider,BC,Delta,1717 Beach Grove Road,V4L 1P4,(604) 276-7889,sales@peaksafetytraining.com,http://peaksafetytraining.com/,"Education, Healthcare, Trades, IT, Arts",True,a19b4b2a-208b-415e-936c-02fdf6d677eb,2026-01-10T13:15:04.487731+00:00,excel_import
